aprv_status,age,gender_cd,ocr_ethnic,residence_pr_cd,residence_city_cd,residence_area_cd,census_pr_cd,census_city_cd,census_area_cd,occ_cd,pril_bal,crdt_lim_yx,avail_bal_cash,total_loan_cnt,total_loan_amt,apply_cnt,apply_amt,wdraw_cnt,wdraw_amt,lim_use_rate,cust_recv_time,touch_time,cust_date,push_cnt,sms_charge_cnt,tel_call_type,tel_call_dur,tel_call_inav_cnt,touch_status,click_status,is_coupon_issue,is_credit,is_apply,is_wdraw,is_login,delay_days,if_bj_10_yn,if_bj_30_yn,wdraw_amt_t0,wdraw_amt_t3,wdraw_amt_t7,wdraw_amt_t10,wdraw_amt_t14,wdraw_amt_t15,wdraw_amt_t30,first_biz_name,second_biz_name,third_biz_name,db_src,prod_cd,cust_gp_code,cust_gp_name,touch_name,touch_id,touch_type,channel_name,channel_id,plan_id,plan_name,channel_task_id,subscribe_no,decision_id,decision_name,t1_cust_id,t2_cust_id
0,23.0,1,汉族,42,2401,730101,81,1901,495101,400,375.26,,0.0,12.0,44387.29,2.0,18978.42,2.0,11433.54,0.0,2025-05-09,,2025-05-09,0.0,2.0,2,196.0,3.0,成功,,Y,n,N,N,Y,11.0,N,N,0.0,0.0,0.0,0.0,0.0,0.0,11433.54,经营贷款,现金贷,消费分期,nan,P028,G0019,存量客户,触达计划_5,T42808,短信,自有渠道,C014,,营销计划_6,TASK217107,S17487541,D82447,复核,CUST000000010,USER00000010
0,35.0,2,汉族,80,7801,329101,na,1301,604101,200,955.06,17390.41,16435.35,,0.0,7.0,13080.88,0.0,0.0,0.0549,2024-08-29,2025-02-15 03:41:02,2024-08-29,5.0,2.0,1,276.0,6.0,成功,点击,N,N,N,N,Y,1.0,N,N,0.0,0.0,0.0,,0.0,,0.0,消费信贷,专项贷,大额分期,营销系统,P019,G0026,风险客户,,T49500,nan,合作渠道C,C006,PL7891,营销计划_20,TASK734722,S25721327,D65983,复核,CUST000000011,USER00000011
0,22.0,2,汉族,16,3801,704101,77,2701,602101,350,3134.73,5569.03,2434.3,16.0,2587.2,7.0,38166.33,2.0,,0.5629,2025-02-06,,2025-02-06,0.0,0.0,2,217.0,9.0,失败,,N,N,N,N,Y,3.0,N,N,,0.0,0.0,0.0,,0.0,,消费信贷,现金贷,小额速贷,信贷系统,P033,G0012,潜力客户,触达计划_8,T89308,nan,合作渠道B,C018,PL4956,营销计划_13,TASK334487,,D79958,自动审批,CUST000000012,USER00000012
0,64.0,2,汉族,37,2001,nan,54,5401,278101,200,964.74,11788.35,10823.61,9.0,65100.47,2.0,9806.23,2.0,6048.67,0.0818,2024-11-10,,2024-11-10,,4.0,n,,2.0,成功,未点击,N,Y,N,N,N,8.0,N,N,0.0,0.0,0.0,,,0.0,6048.67,信用卡,现金贷,小额速贷,营销系统,P004,G0027,潜力客户,触达计划_1,T19150,短信,合作渠道A,C011,PL3518,营销计划_14,TASK656581,S29584692,D66660,人工审批,#N/A,
1,42.0,1,其他,34,6701,690101,42,5601,751101,700,16312.28,3400.94,0.0,18.0,93396.79,9.0,340993.14,5.0,253020.09,4.7964,2024-08-11,,2024-08-11,9.0,3.0,1,78.0,5.0,未触达,,N,N,Y,Y,N,7.0,N,N,,107298.31,161038.16,,212703.5,241303.35,253020.09,经营贷款,循环贷,消费分期,核心系统,P026,G0004,新客户,触达计划_13,T56225,短信,合作渠道B,C012,PL9300,营销计划_3,TASK452976,S61039146,D58509,自动审批,,
0,19.0,1,汉族,44,7601,718101,21,6801,640101,550,645.61,9434.11,8788.5,4.0,19405.19,9.0,15771.6,4.0,11509.79,0.0684,2024-09-15,2024-12-10 18:38:03,2024-09-15,1.0,3.0,2,47.0,,未触达,nan,N,N,N,N,N,14.0,n,N,0.0,0.0,0.0,0.0,0.0,0.0,11509.79,其他,专项贷,应急贷,信贷系统,P024,G0019,存量客户,,T68838,短信,合作渠道A,C001,PL8065,营销计划_44,,S24406981,D64798,人工审批,CUST000000015,USER00000015
1,27.0,1,nan,50,6001,395101,12,3801,445101,700,754.59,2163.88,1409.29,11.0,7512.5,5.0,9657.83,5.0,8167.84,0.3487,2024-09-09,,2024-09-09,6.0,2.0,1,75.0,6.0,失败,,N,Y,N,N,Y,0.0,N,N,0.0,0.0,0.0,0.0,0.0,0.0,8167.84,消费信贷,专项贷,大额分期,数据平台,P007,G0022,优质客户,触达计划_16,T29117,APP推送,自有渠道,C015,PL3534,营销计划_41,TASK571155,,D68464,nan,#N/A,USER00000016
1,47.0,1,汉族,57,2401,117101,78,2401,nan,600,18564.83,10900.31,0.0,17.0,64693.82,7.0,5080.4,7.0,2546.96,1.7031,2024-12-20,2025-06-19 09:21:27,2024-12-20,9.0,3.0,3,244.0,1.0,未触达,未点击,N,Y,N,N,Y,,N,N,0.0,0.0,0.0,0.0,0.0,0.0,2546.96,nan,分期贷,nan,核心系统,P043,G0007,优质客户,触达计划_17,T31881,电话,合作渠道A,C004,PL6581,营销计划_44,TASK109182,S68784121,D13185,复核,CUST000000017,
1,62.0,1,汉族,34,2601,298101,27,1901,239101,600,499.52,19419.11,18919.59,8.0,6949.99,7.0,23202.25,6.0,18408.2,0.0257,2024-10-13,2024-11-17 20:26:28,2024-10-13,1.0,2.0,2,73.0,1.0,成功,,n,N,N,N,Y,12.0,N,N,0.0,0.0,,0.0,0.0,0.0,18408.2,经营贷款,现金贷,小额速贷,营销系统,P026,G0009,新客户,触达计划_8,T17646,nan,自有渠道,C003,PL6336,营销计划_41,TASK138916,S35279639,D46606,复核,#N/A,USER00000018
0,22.0,1,汉族,75,6401,190101,50,3601,648101,600,10424.19,20753.99,10329.8,10.0,17388.13,9.0,5219.05,5.0,4190.06,0.5023,2024-10-23,,2024-10-23,1.0,4.0,1,,9.0,成功,nan,N,N,N,N,N,9.0,N,N,0.0,0.0,0.0,,0.0,0.0,4190.06,其他,现金贷,大额分期,数据平台,P016,,潜力客户,触达计划_19,T67940,公众号,合作渠道B,,PL8293,营销计划_25,TASK702881,S56349971,D65604,自动审批,,USER00000019
1,50.0,1,汉族,28,5301,217101,56,nan,623101,nan,1511.93,1689.14,177.21,3.0,166452.35,9.0,3200.16,4.0,2792.96,0.8951,2025-07-01,2025-08-21 03:08:23,2025-07-01,5.0,0.0,1,162.0,5.0,成功,点击,N,N,N,N,Y,1.0,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,2792.96,信用卡,专项贷,大额分期,核心系统,P014,G0023,存量客户,触达计划_14,T67304,短信,合作渠道C,C004,,营销计划_15,,S54463840,D96198,系统初审,,USER00000020
0,18.0,1,汉族,54,5201,nan,14,4401,nan,800,1179.08,14224.8,13045.72,9.0,38673.06,8.0,4617.36,4.0,4361.63,0.0829,2025-06-14,,2025-06-14,3.0,2.0,,0.0,0.0,成功,未点击,N,Y,N,N,N,0.0,N,N,0.0,0.0,0.0,0.0,0.0,0.0,4361.63,消费信贷,分期贷,小额速贷,数据平台,P037,G0013,潜力客户,触达计划_18,T51679,电话,合作渠道A,C007,PL6983,营销计划_42,TASK570949,S76971026,D99996,系统初审,CUST000000021,
1,35.0,2,汉族,67,3201,688101,48,2901,247101,150,1391.63,4003.38,2611.75,0.0,0.0,8.0,6434.41,8.0,4633.39,0.3476,,,2025-05-31,5.0,4.0,0,175.0,,失败,未点击,N,N,N,N,N,1.0,N,N,0.0,,0.0,0.0,,0.0,4633.39,其他,分期贷,消费分期,核心系统,P012,G0026,新客户,触达计划_4,T76609,APP推送,合作渠道C,C003,PL3542,营销计划_13,TASK135876,S95874235,D30651,复核,CUST000000022,USER00000022
1,49.0,1,汉族,38,7801,795101,73,4901,384101,450,555.12,50634.56,50079.44,1.0,14561.88,7.0,120540.47,,0.0,0.011,2025-06-25,,2025-06-25,7.0,2.0,n,284.0,9.0,未触达,点击,Y,N,N,N,Y,9.0,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,消费信贷,循环贷,应急贷,核心系统,P045,G0023,优质客户,触达计划_8,,公众号,合作渠道C,C007,PL9188,营销计划_28,TASK475945,S21159660,D86473,复核,CUST000000023,USER00000023
1,64.0,1,nan,81,nan,455101,39,2301,573101,750,11621.32,25522.28,13900.96,8.0,23523.14,6.0,11509.96,6.0,6343.83,0.4553,2025-04-15,,2025-04-15,9.0,1.0,1,108.0,,成功,,N,N,N,N,Y,10.0,N,N,0.0,0.0,0.0,0.0,0.0,0.0,6343.83,消费信贷,循环贷,消费分期,数据平台,P011,G0010,存量客户,触达计划_17,T32000,APP推送,合作渠道C,C002,PL4606,营销计划_43,TASK461178,S45001434,D21920,自动审批,,USER00000024
1,28.0,1,汉族,33,7601,437101,29,1501,250101,450,3655.91,8358.44,4702.53,17.0,32827.13,9.0,3665.77,5.0,2450.27,0.4374,2025-06-30,,2025-06-30,2.0,2.0,1,34.0,,nan,点击,N,N,N,N,Y,,N,N,0.0,0.0,,0.0,,0.0,2450.27,信用卡,专项贷,大额分期,数据平台,P001,G0011,潜力客户,触达计划_1,T28047,电话,自有渠道,C013,PL6477,,TASK785895,S61044425,D83384,复核,CUST000000025,USER00000025
1,38.0,1,汉族,44,4901,664101,39,6001,365101,400,11344.0,111127.4,99783.4,15.0,4071.31,2.0,29928.08,2.0,15988.85,0.1021,2025-03-31,,2025-03-31,4.0,4.0,2,82.0,3.0,成功,nan,N,Y,n,N,Y,,N,N,0.0,0.0,0.0,0.0,,0.0,,消费信贷,专项贷,应急贷,信贷系统,P035,G0003,风险客户,触达计划_6,T68656,短信,合作渠道B,C015,PL4531,营销计划_38,TASK516841,S29244311,D14120,nan,#N/A,USER00000026
1,43.0,2,汉族,21,2901,808101,45,3301,565101,350,17405.16,3383.84,0.0,13.0,134913.04,6.0,10159.97,3.0,9158.3,5.1436,2025-05-06,,2025-05-06,4.0,3.0,n,44.0,7.0,成功,未点击,N,N,N,N,Y,13.0,N,N,0.0,0.0,,,0.0,0.0,9158.3,消费信贷,专项贷,消费分期,营销系统,P032,G0024,风险客户,触达计划_1,T50989,APP推送,合作渠道B,C004,PL8056,营销计划_26,,S32684087,,人工审批,CUST000000027,USER00000027
1,,1,汉族,45,2601,411101,80,nan,nan,100,6711.25,7567.48,856.23,3.0,11078.83,3.0,38319.57,3.0,34621.85,0.8869,2025-06-13,,2025-06-13,9.0,2.0,n,152.0,4.0,nan,点击,N,N,n,N,Y,0.0,N,N,0.0,,0.0,0.0,0.0,,34621.85,其他,专项贷,应急贷,信贷系统,P033,G0002,风险客户,触达计划_5,T35469,APP推送,合作渠道C,C004,PL1662,营销计划_45,TASK368386,S84120176,D14749,人工审批,#N/A,USER00000028
1,39.0,2,汉族,na,6401,309101,33,3601,716101,450,337.25,15515.45,15178.2,1.0,16207.22,1.0,80346.95,1.0,56935.36,0.0217,,2025-03-07 10:48:12,2024-12-14,8.0,0.0,2,223.0,8.0,成功,点击,N,N,N,N,N,4.0,N,N,,0.0,0.0,0.0,0.0,0.0,56935.36,消费信贷,循环贷,小额速贷,数据平台,P005,G0013,优质客户,触达计划_9,T13968,电话,自有渠道,C014,PL4002,营销计划_19,TASK335671,S79938867,D74884,系统初审,#N/A,#N/A
0,44.0,n,汉族,38,3501,528101,56,6701,282101,100,696.5,93095.81,92399.31,11.0,74640.02,7.0,1352.74,0.0,0.0,0.0075,2024-08-28,2024-12-05 08:32:41,2024-08-28,6.0,4.0,1,214.0,7.0,成功,未点击,N,N,N,N,N,13.0,N,Y,,0.0,0.0,0.0,,0.0,0.0,信用卡,分期贷,消费分期,数据平台,P033,G0015,风险客户,,,公众号,合作渠道B,,PL3152,营销计划_1,,S79586148,D66684,nan,CUST000000030,#N/A
0,30.0,2,汉族,34,nan,148101,54,1101,582101,450,10682.59,46926.25,36243.66,19.0,17814.91,1.0,468.66,1.0,261.99,0.2276,2025-04-04,,2025-04-04,8.0,3.0,1,226.0,9.0,未触达,未点击,N,Y,N,N,N,10.0,N,N,0.0,0.0,0.0,0.0,0.0,0.0,261.99,消费信贷,专项贷,小额速贷,营销系统,P002,G0011,风险客户,触达计划_9,T39688,电话,合作渠道C,C018,PL6433,营销计划_42,TASK270334,S22878376,D40899,自动审批,#N/A,
1,50.0,2,满族,18,3301,416101,58,3801,532101,nan,3239.77,21207.03,17967.26,4.0,82581.39,0.0,0.0,0.0,0.0,0.1528,2025-02-09,2025-03-07 08:08:52,2025-02-09,7.0,4.0,n,241.0,8.0,成功,,N,n,N,N,Y,1.0,N,n,0.0,0.0,0.0,0.0,,,0.0,消费信贷,现金贷,消费分期,nan,P033,G0020,新客户,触达计划_8,T40794,短信,自有渠道,C019,PL8088,营销计划_29,TASK891811,S33049409,D19501,人工审批,CUST000000032,USER00000032
1,51.0,2,汉族,63,2101,113101,62,nan,548101,nan,7907.52,2827.33,0.0,3.0,20526.26,4.0,3551.81,1.0,3334.25,2.7968,2025-02-04,,2025-02-04,2.0,2.0,0,95.0,3.0,成功,未点击,Y,Y,N,N,N,10.0,N,Y,0.0,,,0.0,,0.0,3334.25,nan,分期贷,小额速贷,信贷系统,P024,G0019,新客户,触达计划_6,T54871,短信,合作渠道B,C010,PL1335,,TASK601799,S10817505,D40731,nan,,USER00000033
1,58.0,2,汉族,14,4901,742101,18,5701,166101,450,2608.7,2822.37,213.67,14.0,25565.51,9.0,1055.52,4.0,668.3,0.9243,2024-08-11,,2024-08-11,1.0,1.0,2,,5.0,未触达,nan,N,N,N,N,Y,3.0,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,668.3,消费信贷,现金贷,消费分期,核心系统,P040,G0028,新客户,触达计划_19,T40814,电话,合作渠道B,C007,,营销计划_35,TASK449581,S50051605,D51690,系统初审,#N/A,
0,52.0,2,汉族,15,7801,186101,65,nan,607101,550,1564.72,18666.08,17101.36,2.0,30426.2,8.0,4316.35,3.0,3500.04,0.0838,2025-04-27,2025-06-15 23:16:45,2025-04-27,2.0,1.0,1,,,nan,点击,N,N,Y,Y,N,10.0,N,Y,,2089.88,2852.18,3475.17,,684.77,3500.04,信用卡,专项贷,nan,核心系统,P013,G0016,潜力客户,触达计划_3,T47076,电话,合作渠道A,C013,PL3780,营销计划_13,TASK196025,S80044528,,自动审批,CUST000000035,#N/A
1,18.0,2,汉族,59,3501,577101,76,4101,nan,650,7922.65,1802.69,0.0,16.0,38594.26,4.0,2537.33,2.0,1596.81,4.3949,2024-10-30,,2024-10-30,5.0,0.0,n,245.0,9.0,nan,nan,N,N,N,N,Y,13.0,N,N,0.0,0.0,0.0,,0.0,,1596.81,其他,分期贷,小额速贷,信贷系统,P033,G0028,风险客户,触达计划_7,T62312,APP推送,合作渠道B,C016,PL2831,营销计划_45,TASK585259,S81605185,D59774,人工审批,CUST000000036,USER00000036
0,38.0,2,回族,40,7301,288101,50,8001,278101,250,223.38,11901.72,11678.34,7.0,50983.39,1.0,3206.64,1.0,1964.27,0.0188,2024-08-25,2024-10-09 22:51:09,2024-08-25,9.0,0.0,2,154.0,1.0,未触达,,N,N,N,N,N,14.0,N,N,0.0,0.0,0.0,0.0,0.0,0.0,1964.27,消费信贷,专项贷,消费分期,核心系统,P007,G0016,优质客户,触达计划_16,T11169,nan,nan,C009,PL9979,营销计划_33,TASK871187,S22870359,D22764,复核,CUST000000037,#N/A
0,23.0,2,汉族,73,4001,754101,41,5901,691101,400,1845.3,21270.43,19425.13,11.0,106722.9,9.0,22626.84,6.0,11553.36,0.0868,2025-02-19,,2025-02-19,3.0,3.0,,0.0,0.0,成功,,N,N,N,N,Y,10.0,N,N,,0.0,0.0,0.0,0.0,0.0,11553.36,消费信贷,nan,小额速贷,核心系统,P035,,风险客户,触达计划_1,T84210,短信,nan,C013,PL9716,营销计划_5,TASK497171,S30232997,D25834,系统初审,#N/A,
0,45.0,2,汉族,57,5501,385101,58,1501,670101,850,3293.53,1375.74,0.0,7.0,97629.74,3.0,5264.41,3.0,4151.41,2.394,2025-06-26,2025-08-16 12:04:03,2025-06-26,0.0,1.0,1,273.0,,成功,点击,N,N,n,N,Y,10.0,N,N,,0.0,0.0,0.0,0.0,0.0,4151.41,消费信贷,分期贷,应急贷,营销系统,P019,G0006,风险客户,触达计划_10,T82127,公众号,自有渠道,C002,PL1452,营销计划_14,TASK218810,S66148327,D96468,人工审批,#N/A,USER00000039
0,34.0,1,汉族,36,7101,261101,71,4101,537101,300,4076.68,17631.29,13554.61,19.0,6701.48,7.0,1162.76,1.0,668.55,0.2312,2024-09-16,2025-06-04 07:50:39,2024-09-16,9.0,2.0,2,143.0,3.0,成功,点击,n,Y,N,N,N,7.0,N,N,,0.0,0.0,,0.0,,668.55,消费信贷,分期贷,应急贷,数据平台,P034,G0014,潜力客户,触达计划_6,T35884,公众号,合作渠道C,C004,PL3589,营销计划_9,TASK760101,,D39448,nan,,USER00000040
0,22.0,1,汉族,67,6101,273101,62,4701,528101,850,427.63,23743.37,23315.74,19.0,195106.76,6.0,8425.75,5.0,4264.99,0.018,2025-06-27,,2025-06-27,9.0,4.0,2,18.0,,失败,点击,N,N,N,N,N,9.0,N,N,0.0,0.0,0.0,0.0,0.0,0.0,4264.99,经营贷款,现金贷,应急贷,营销系统,P034,G0007,新客户,触达计划_5,,电话,自有渠道,C019,PL9896,,TASK232634,S70092857,D93482,nan,CUST000000041,USER00000041
1,48.0,1,汉族,47,1901,399101,48,2501,456101,450,455.01,5239.93,4784.92,4.0,1718.55,4.0,2917.9,3.0,1611.92,0.0868,2024-08-19,,2024-08-19,8.0,4.0,n,24.0,,成功,nan,N,n,N,N,Y,10.0,N,N,,0.0,,0.0,0.0,0.0,1611.92,消费信贷,现金贷,消费分期,信贷系统,P026,G0022,风险客户,触达计划_17,T54115,APP推送,合作渠道C,C010,PL4435,营销计划_2,TASK530869,S51551593,D66846,复核,CUST000000042,#N/A
1,22.0,1,汉族,17,1201,487101,46,nan,626101,650,1652.88,6714.36,5061.48,5.0,,3.0,6007.61,1.0,3946.31,0.2462,2024-12-26,,2024-12-26,5.0,1.0,1,73.0,2.0,成功,未点击,N,N,N,N,N,5.0,N,N,,0.0,0.0,,0.0,0.0,3946.31,经营贷款,专项贷,小额速贷,nan,P006,G0024,存量客户,触达计划_3,T59067,短信,nan,C001,PL6086,营销计划_14,TASK460880,S22857508,D54494,复核,CUST000000043,USER00000043
1,55.0,1,满族,50,1501,730101,65,7901,564101,800,2713.12,948.46,0.0,4.0,17913.62,4.0,6434.79,0.0,0.0,2.8606,,,2024-09-19,0.0,1.0,1,,5.0,未触达,点击,Y,N,N,N,Y,7.0,N,N,0.0,0.0,,0.0,0.0,0.0,,其他,现金贷,小额速贷,信贷系统,P026,G0001,存量客户,,T98393,电话,合作渠道C,C004,PL7798,营销计划_3,TASK603315,S95559681,D81137,复核,CUST000000044,USER00000044
1,20.0,1,汉族,49,7201,747101,23,nan,311101,350,30717.5,7103.99,0.0,7.0,3829.97,6.0,22349.94,6.0,13439.28,4.324,2024-11-23,,2024-11-23,2.0,4.0,2,133.0,7.0,成功,点击,N,N,N,N,Y,4.0,Y,N,0.0,0.0,,0.0,0.0,0.0,13439.28,经营贷款,现金贷,大额分期,信贷系统,P035,,新客户,触达计划_1,T26675,APP推送,合作渠道C,C016,PL8679,营销计划_4,TASK823330,S95518796,,自动审批,CUST000000045,USER00000045
1,40.0,2,汉族,na,7901,419101,47,5301,nan,nan,798.74,1298.86,500.12,17.0,33514.51,4.0,4418.41,4.0,4170.07,0.615,2024-11-17,,2024-11-17,0.0,3.0,,,,成功,,N,N,N,N,N,1.0,N,N,0.0,0.0,0.0,0.0,,,4170.07,经营贷款,专项贷,大额分期,营销系统,P023,G0023,新客户,,,短信,自有渠道,C007,PL9636,营销计划_45,TASK771871,S90772686,D88637,系统初审,#N/A,USER00000046
0,54.0,1,汉族,63,nan,nan,57,8001,166101,800,1422.67,3540.61,2117.94,3.0,66822.2,7.0,18719.86,7.0,12060.16,0.4018,2025-03-11,,2025-03-11,8.0,,3,104.0,,成功,,N,N,N,N,Y,0.0,N,Y,0.0,0.0,0.0,0.0,,0.0,12060.16,消费信贷,专项贷,应急贷,信贷系统,P027,G0022,风险客户,触达计划_16,T28705,短信,合作渠道B,C005,PL9393,营销计划_7,TASK695912,S64485292,D68181,人工审批,CUST000000047,USER00000047
1,54.0,2,汉族,14,1501,767101,81,3301,807101,300,32443.37,5000.55,0.0,3.0,7563.3,6.0,1194.95,1.0,795.37,6.488,2024-07-28,,2024-07-28,3.0,0.0,1,129.0,6.0,成功,点击,N,Y,N,N,N,11.0,N,n,,0.0,0.0,0.0,,0.0,795.37,消费信贷,循环贷,应急贷,核心系统,P010,G0001,存量客户,触达计划_18,T45596,短信,自有渠道,C013,PL7671,营销计划_15,TASK645103,S13181644,D59650,系统初审,CUST000000048,
1,27.0,1,蒙古族,35,6901,292101,32,5001,nan,100,14707.77,2024.31,0.0,4.0,44142.33,6.0,23825.64,6.0,14509.54,7.2656,2025-01-07,,2025-01-07,1.0,2.0,1,255.0,2.0,成功,点击,n,N,n,N,Y,7.0,N,n,0.0,,0.0,0.0,0.0,0.0,14509.54,信用卡,循环贷,小额速贷,核心系统,P036,G0016,优质客户,触达计划_8,T45788,APP推送,合作渠道B,C016,PL6110,营销计划_28,TASK673417,S10840710,D31627,nan,#N/A,USER00000049
0,27.0,1,nan,17,7801,415101,49,7301,610101,200,560.6,1814.59,1253.99,14.0,77286.31,8.0,38511.66,2.0,,0.3089,2025-05-15,,2025-05-15,,1.0,3,86.0,1.0,成功,,Y,N,N,N,Y,0.0,N,N,,0.0,0.0,,0.0,0.0,,经营贷款,分期贷,大额分期,核心系统,P030,G0012,优质客户,触达计划_6,T37195,电话,合作渠道B,C006,PL5661,营销计划_4,,S49312844,,nan,CUST000000050,
