aprv_status,age,gender_cd,ocr_ethnic,residence_pr_cd,residence_city_cd,residence_area_cd,census_pr_cd,census_city_cd,census_area_cd,occ_cd,pril_bal,crdt_lim_yx,avail_bal_cash,total_loan_cnt,total_loan_amt,apply_cnt,apply_amt,wdraw_cnt,wdraw_amt,lim_use_rate,cust_recv_time,touch_time,cust_date,push_cnt,sms_charge_cnt,tel_call_type,tel_call_dur,tel_call_inav_cnt,touch_status,click_status,is_coupon_issue,is_credit,is_apply,is_wdraw,is_login,delay_days,if_bj_10_yn,if_bj_30_yn,wdraw_amt_t0,wdraw_amt_t3,wdraw_amt_t7,wdraw_amt_t10,wdraw_amt_t14,wdraw_amt_t15,wdraw_amt_t30,first_biz_name,second_biz_name,third_biz_name,db_src,prod_cd,cust_gp_code,cust_gp_name,touch_name,touch_id,touch_type,channel_name,channel_id,plan_id,plan_name,channel_task_id,subscribe_no,decision_id,decision_name,t1_cust_id,t2_cust_id
0,23,1,其他,03,0101,295101,07,0901,144101,012,29854.53,9194.26,0.0,3,3548.21,1,12177.78,1,11728.26,3.2471,2025-04-05,,2025-04-05,1,0,1,53,9,失败,未点击,N,N,N,N,Y,7,N,N,0.0,0.0,0.0,0.0,0.0,0.0,11728.26,经营贷款,专项贷,消费分期,信贷系统,P041,G0023,存量客户,触达计划_3,T99318,公众号,自有渠道,C017,PL4333,营销计划_46,TASK545792,S98025370,D65090,人工审批,CUST000000010,USER00000010
0,35,2,藏族,20,2101,259101,10,2901,269101,014,7304.94,9708.17,2403.23,19,32323.89,7,19530.3,5,10761.49,0.7525,2025-05-18,2025-08-16 08:10:23,2025-05-18,7,2,3,113,4,成功,,Y,N,N,N,N,11,N,N,0.0,0.0,0.0,0.0,0.0,0.0,10761.49,信用卡,专项贷,消费分期,营销系统,P001,G0029,优质客户,触达计划_7,T36335,短信,自有渠道,C011,PL3226,营销计划_6,TASK761294,S96944507,D10208,人工审批,CUST000000011,USER00000011
0,22,2,藏族,20,1501,323101,34,1601,317101,008,1025.61,1334.54,308.93,13,25147.42,6,11034.38,1,8833.92,0.7685,2025-07-17,,2025-07-17,9,1,,0,0,成功,未点击,N,N,Y,N,Y,13,N,N,0.0,0.0,0.0,0.0,0.0,0.0,8833.92,其他,分期贷,小额速贷,营销系统,P012,G0020,优质客户,触达计划_7,T78132,APP推送,合作渠道A,C001,PL4213,营销计划_39,TASK334798,S67292222,D41321,系统初审,CUST000000012,USER00000012
0,64,1,汉族,30,1701,205101,03,2201,256101,011,3553.49,26764.52,23211.03,11,25888.6,8,37936.83,4,24700.23,0.1328,2024-10-23,,2024-10-23,3,0,2,62,2,成功,未点击,N,N,N,N,N,11,N,N,0.0,0.0,0.0,0.0,0.0,0.0,24700.23,经营贷款,分期贷,消费分期,核心系统,P046,G0007,新客户,触达计划_11,T12949,APP推送,合作渠道B,C008,PL5015,营销计划_41,TASK427889,S66490177,D23905,系统初审,#N/A,USER00000013
1,42,1,汉族,27,2201,332101,08,0801,168101,004,4248.56,2813.77,0.0,1,50704.45,7,68059.45,6,64293.3,1.5099,2025-04-13,2025-08-11 08:31:54,2025-04-13,6,4,1,127,3,成功,未点击,N,N,Y,Y,N,13,N,N,25060.03,52601.03,63438.18,63449.68,64126.92,64222.04,64293.3,其他,现金贷,大额分期,数据平台,P029,G0006,风险客户,触达计划_3,T31725,短信,合作渠道A,C013,PL2291,营销计划_31,TASK489710,S16452041,D10247,系统初审,CUST000000014,USER00000014
0,19,1,回族,26,1601,080101,31,2001,212101,007,728.7,9030.58,8301.88,12,27473.68,3,10295.73,3,9086.85,0.0807,2025-06-23,2025-08-21 15:51:51,2025-06-23,4,2,3,140,9,失败,未点击,N,N,N,N,Y,7,N,N,0.0,0.0,0.0,0.0,0.0,0.0,9086.85,消费信贷,分期贷,消费分期,核心系统,P011,G0027,存量客户,触达计划_18,T40071,电话,自有渠道,C017,PL3517,营销计划_35,TASK621085,S58297552,D45662,人工审批,CUST000000015,USER00000015
1,27,2,藏族,14,0801,257101,11,1401,121101,010,1674.75,32770.83,31096.08,0,0.0,1,9790.45,1,6705.0,0.0511,2025-02-14,,2025-02-14,7,1,1,208,6,成功,,N,N,N,N,Y,11,N,Y,0.0,0.0,0.0,0.0,0.0,0.0,6705.0,经营贷款,分期贷,小额速贷,核心系统,P041,G0009,存量客户,触达计划_12,T35477,短信,自有渠道,C012,PL9049,营销计划_12,TASK715266,S20667003,D72821,系统初审,#N/A,USER00000016
1,47,9,维吾尔族,17,1701,155101,07,3401,301101,019,2189.33,24607.64,22418.31,19,55264.23,1,11898.79,1,6943.56,0.089,2025-06-07,2025-07-24 19:05:01,2025-06-07,5,2,0,45,8,失败,未点击,N,N,N,N,Y,1,N,N,0.0,0.0,0.0,0.0,0.0,0.0,6943.56,消费信贷,分期贷,小额速贷,信贷系统,P017,G0028,潜力客户,触达计划_17,T62636,公众号,合作渠道B,C016,PL3154,营销计划_48,TASK464388,S84866496,D21966,自动审批,CUST000000017,#N/A
1,62,2,蒙古族,18,1701,115101,02,1101,319101,004,33137.79,8443.9,0.0,6,77755.64,1,7139.3,1,3610.69,3.9245,2024-12-11,2025-06-21 11:30:36,2024-12-11,4,1,0,288,5,成功,未点击,N,N,N,N,Y,13,N,N,0.0,0.0,0.0,0.0,0.0,0.0,3610.69,其他,分期贷,小额速贷,数据平台,P020,G0010,存量客户,触达计划_9,T81126,电话,合作渠道C,C010,PL8604,营销计划_45,TASK442459,S35651105,D71457,复核,#N/A,USER00000018
0,22,1,回族,29,2601,272101,06,3301,128101,002,131.48,5244.85,5113.37,8,159407.4,5,5012.37,2,4062.86,0.0251,2024-10-03,,2024-10-03,0,1,,0,0,未触达,,N,Y,Y,Y,Y,6,N,Y,1407.97,3610.72,3642.23,3862.85,3975.77,3978.11,4062.86,经营贷款,专项贷,小额速贷,信贷系统,P038,G0022,风险客户,触达计划_5,T50005,APP推送,合作渠道B,C016,PL4102,营销计划_6,TASK303862,S22861645,D28130,复核,CUST000000019,USER00000019
1,50,2,汉族,20,1301,305101,32,3101,026101,018,18191.83,25260.93,7069.1,16,170327.66,6,28509.8,6,20044.15,0.7202,2025-01-30,2025-08-02 12:20:33,2025-01-30,2,3,1,83,7,未触达,未点击,N,N,N,N,N,8,N,N,0.0,0.0,0.0,0.0,0.0,0.0,20044.15,经营贷款,现金贷,应急贷,信贷系统,P006,G0003,存量客户,触达计划_18,T88165,公众号,合作渠道A,C003,PL4618,营销计划_45,TASK825752,S17614160,D61713,复核,CUST000000020,USER00000020
0,18,2,其他,27,1701,079101,20,3401,340101,014,731.29,18208.32,17477.03,12,45010.43,5,5020.5,5,3300.37,0.0402,2025-02-26,2025-03-30 02:54:59,2025-02-26,9,2,,0,0,成功,点击,N,N,N,N,Y,11,N,N,0.0,0.0,0.0,0.0,0.0,0.0,3300.37,消费信贷,分期贷,消费分期,数据平台,P020,G0007,存量客户,触达计划_9,T75601,APP推送,合作渠道B,C001,PL4843,营销计划_26,TASK185449,S35780862,D76653,自动审批,CUST000000021,USER00000021
1,35,1,回族,18,1701,202101,34,0701,236101,016,380.65,3858.22,3477.57,9,3966.92,1,4684.78,1,4650.82,0.0987,2025-05-26,2025-06-23 13:20:11,2025-05-26,8,2,1,21,2,成功,未点击,N,N,N,N,N,7,N,Y,0.0,0.0,0.0,0.0,0.0,0.0,4650.82,经营贷款,专项贷,应急贷,核心系统,P010,G0025,潜力客户,触达计划_13,T22894,公众号,合作渠道A,C019,PL1520,营销计划_37,TASK501624,S89662625,D29353,复核,CUST000000022,USER00000022
1,49,1,回族,04,1401,077101,16,2301,126101,011,17499.25,3121.68,0.0,15,2221.47,3,23814.37,3,17457.63,5.6057,2025-06-11,,2025-06-11,8,0,1,92,6,成功,未点击,Y,N,N,N,Y,12,N,N,0.0,0.0,0.0,0.0,0.0,0.0,17457.63,其他,分期贷,小额速贷,核心系统,P010,G0011,优质客户,触达计划_3,T79300,公众号,合作渠道C,C008,PL2644,营销计划_32,TASK482357,S82106047,D84768,人工审批,CUST000000023,USER00000023
1,64,2,回族,01,0601,314101,25,0701,052101,010,8936.03,673.96,0.0,5,15667.75,2,26111.51,2,22845.47,13.259,2024-10-23,2025-01-09 03:49:31,2024-10-23,4,4,2,41,8,失败,未点击,N,N,N,N,Y,8,N,N,0.0,0.0,0.0,0.0,0.0,0.0,22845.47,消费信贷,现金贷,小额速贷,信贷系统,P031,G0026,优质客户,触达计划_4,T29177,公众号,合作渠道C,C016,PL1654,营销计划_4,TASK283134,S67669042,D56318,人工审批,#N/A,USER00000024
1,28,1,回族,01,1401,061101,12,2501,124101,017,19570.49,9748.2,0.0,15,87483.59,3,133274.45,3,78459.5,2.0076,2025-01-21,2025-04-18 03:49:38,2025-01-21,2,0,0,95,1,成功,点击,Y,N,N,N,Y,12,N,N,0.0,0.0,0.0,0.0,0.0,0.0,78459.5,其他,循环贷,应急贷,数据平台,P026,G0012,风险客户,触达计划_18,T15477,APP推送,合作渠道A,C015,PL1041,营销计划_40,TASK801846,S51373432,D24863,复核,CUST000000025,USER00000025
1,38,2,蒙古族,26,0801,294101,07,0301,292101,014,9907.56,7337.57,0.0,10,79423.74,4,35017.27,2,17744.22,1.3503,2025-05-25,,2025-05-25,5,3,3,241,4,失败,未点击,N,N,N,N,Y,7,N,N,0.0,0.0,0.0,0.0,0.0,0.0,17744.22,经营贷款,循环贷,大额分期,核心系统,P017,G0012,新客户,触达计划_15,T88181,短信,自有渠道,C007,PL4784,营销计划_3,TASK280827,S94954216,D81322,复核,#N/A,USER00000026
1,43,1,其他,20,1501,343101,17,2001,046101,004,65497.52,31679.65,0.0,19,33223.04,6,21860.42,2,15494.26,2.0675,2024-09-29,,2024-09-29,4,1,2,284,1,成功,未点击,N,N,N,N,Y,3,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,15494.26,其他,现金贷,消费分期,营销系统,P014,G0013,新客户,触达计划_6,T76951,短信,合作渠道A,C002,PL4951,营销计划_2,TASK146508,S95925303,D16320,系统初审,CUST000000027,USER00000027
1,42,1,其他,23,2701,018101,11,3401,311101,019,6891.79,12467.32,5575.53,2,20851.08,8,25993.79,1,21648.47,0.5528,2024-11-04,2025-06-26 13:47:22,2024-11-04,0,3,2,210,2,成功,点击,Y,N,Y,N,N,9,N,N,0.0,0.0,0.0,0.0,0.0,0.0,21648.47,经营贷款,专项贷,应急贷,核心系统,P005,G0022,潜力客户,触达计划_9,T72649,电话,合作渠道A,C013,PL6420,营销计划_20,TASK355694,S33572312,D62354,自动审批,#N/A,USER00000028
1,39,1,其他,10,1301,260101,06,3001,122101,002,2357.33,40178.01,37820.68,8,382928.22,1,6785.48,1,5111.5,0.0587,2025-03-08,2025-04-15 16:06:35,2025-03-08,1,3,2,60,1,成功,未点击,N,N,N,N,N,6,N,Y,0.0,0.0,0.0,0.0,0.0,0.0,5111.5,其他,专项贷,消费分期,数据平台,P003,G0023,存量客户,触达计划_11,T48192,APP推送,合作渠道B,C005,PL2513,营销计划_19,TASK275335,S76842219,D59449,系统初审,#N/A,#N/A
0,44,1,藏族,11,3101,341101,23,1701,044101,007,4986.0,3509.27,0.0,14,52106.65,7,15909.28,0,0.0,1.4208,2024-08-06,2025-01-05 02:49:18,2024-08-06,4,0,0,265,6,成功,未点击,N,N,N,N,Y,14,N,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,其他,现金贷,小额速贷,数据平台,P043,G0008,潜力客户,触达计划_13,T16207,电话,合作渠道C,C010,PL5766,营销计划_39,TASK854483,S65136957,D51957,自动审批,CUST000000030,#N/A
0,30,2,维吾尔族,05,0601,307101,27,1001,141101,009,19248.79,31754.2,12505.41,12,19323.75,2,16840.98,2,12074.81,0.6062,2025-07-01,2025-07-16 07:51:07,2025-07-01,8,1,1,250,6,失败,未点击,Y,N,N,N,N,8,N,N,0.0,0.0,0.0,0.0,0.0,0.0,12074.81,信用卡,循环贷,小额速贷,数据平台,P020,G0004,优质客户,触达计划_4,T18369,电话,合作渠道B,C008,PL4736,营销计划_12,TASK943181,S39091028,D21036,系统初审,#N/A,#N/A
1,50,1,其他,01,0501,193101,06,2001,345101,019,926.06,4295.4,3369.34,9,8365.22,8,4228.12,2,2771.54,0.2156,2024-12-12,2025-05-09 02:37:07,2024-12-12,3,4,0,214,1,成功,未点击,N,N,N,N,Y,8,N,N,0.0,0.0,0.0,0.0,0.0,0.0,2771.54,经营贷款,分期贷,小额速贷,信贷系统,P046,G0021,风险客户,触达计划_15,T92154,公众号,自有渠道,C013,PL5924,营销计划_36,TASK477893,S21709148,D21393,人工审批,CUST000000032,USER00000032
1,51,2,回族,17,2201,188101,02,1801,345101,016,1121.21,20601.42,19480.21,19,4851.74,9,7640.87,8,7320.14,0.0544,2024-08-07,2025-04-12 06:53:22,2024-08-07,8,3,1,205,4,未触达,未点击,N,N,Y,N,Y,3,N,Y,0.0,0.0,0.0,0.0,0.0,0.0,7320.14,信用卡,循环贷,消费分期,核心系统,P015,G0020,新客户,触达计划_17,T76297,公众号,自有渠道,C019,PL8892,营销计划_42,TASK766023,S31169987,D24698,自动审批,#N/A,USER00000033
1,58,2,回族,22,2301,207101,22,2701,237101,016,1875.37,1407.39,0.0,12,4185.59,3,25409.31,1,17872.94,1.3325,2025-02-02,2025-06-14 08:57:59,2025-02-02,2,4,,0,0,失败,未点击,N,N,Y,N,N,14,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,17872.94,信用卡,分期贷,消费分期,营销系统,P003,G0001,存量客户,触达计划_12,T97326,短信,自有渠道,C006,PL9411,营销计划_28,TASK635950,S39013665,D12663,复核,#N/A,USER00000034
0,52,2,其他,34,2501,137101,20,2301,156101,018,126.87,10744.64,10617.77,16,4852.55,2,7925.09,2,5031.04,0.0118,2024-10-28,2024-12-05 00:03:54,2024-10-28,0,1,2,10,8,成功,未点击,N,N,N,N,N,6,N,Y,0.0,0.0,0.0,0.0,0.0,0.0,5031.04,消费信贷,现金贷,应急贷,信贷系统,P003,G0006,新客户,触达计划_6,T11282,短信,合作渠道A,C018,PL5009,营销计划_9,TASK180752,S50719784,D28699,自动审批,CUST000000035,#N/A
1,18,1,其他,29,3401,029101,25,3201,131101,011,3666.96,748.73,0.0,6,33571.35,9,16880.02,8,9264.27,4.8976,2024-12-28,2025-04-17 15:33:48,2024-12-28,5,1,3,98,6,成功,点击,Y,N,N,N,N,5,N,N,0.0,0.0,0.0,0.0,0.0,0.0,9264.27,消费信贷,现金贷,小额速贷,核心系统,P023,G0023,优质客户,触达计划_7,T91362,电话,合作渠道B,C008,PL5959,营销计划_44,TASK299620,S34989072,D99627,自动审批,CUST000000036,USER00000036
0,38,2,回族,04,2601,337101,15,1001,090101,007,176.06,5880.72,5704.66,5,21437.47,5,23769.46,5,21313.0,0.0299,2025-02-17,2025-07-30 17:36:01,2025-02-17,9,0,2,291,2,成功,点击,Y,N,N,N,Y,11,N,N,0.0,0.0,0.0,0.0,0.0,0.0,21313.0,其他,现金贷,应急贷,数据平台,P009,G0002,存量客户,触达计划_17,T27647,电话,合作渠道A,C009,PL2629,营销计划_11,TASK348715,S54038667,D13558,系统初审,CUST000000037,#N/A
0,23,2,藏族,05,0501,074101,29,1101,182101,009,3227.91,13744.92,10517.01,12,13509.22,9,22475.3,0,0.0,0.2348,2025-06-04,2025-08-10 18:07:21,2025-06-04,6,2,0,148,5,失败,,N,N,N,N,N,11,N,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,经营贷款,循环贷,大额分期,核心系统,P011,G0022,优质客户,触达计划_11,T97623,电话,自有渠道,C017,PL8226,营销计划_30,TASK952152,S99027112,D51873,复核,#N/A,#N/A
0,45,1,汉族,11,2601,191101,08,0601,163101,004,10915.45,4336.56,0.0,16,66484.02,8,64652.39,4,33402.59,2.5171,2024-12-01,2025-04-10 09:34:17,2024-12-01,3,0,2,96,4,成功,未点击,N,N,N,N,N,14,N,N,0.0,0.0,0.0,0.0,0.0,0.0,33402.59,消费信贷,现金贷,小额速贷,数据平台,P047,G0014,新客户,触达计划_12,T46381,短信,合作渠道C,C004,PL4249,营销计划_2,TASK873496,S87469069,D88040,系统初审,#N/A,USER00000039
0,34,1,汉族,21,2001,250101,33,3401,159101,013,1457.8,2297.27,839.47,14,332289.68,6,4033.79,6,2740.25,0.6346,2025-04-28,2025-06-15 00:22:43,2025-04-28,9,4,3,11,4,成功,未点击,N,N,N,N,Y,2,N,N,0.0,0.0,0.0,0.0,0.0,0.0,2740.25,信用卡,循环贷,小额速贷,数据平台,P049,G0027,新客户,触达计划_13,T47214,电话,合作渠道B,C018,PL1460,营销计划_38,TASK729010,S21154691,D62580,复核,CUST000000040,USER00000040
0,22,2,其他,12,0601,033101,22,1701,067101,004,36889.19,22367.01,0.0,3,6405.93,3,58164.03,3,50889.93,1.6493,2024-08-30,,2024-08-30,4,0,0,177,8,成功,未点击,N,Y,N,N,N,9,N,N,0.0,0.0,0.0,0.0,0.0,0.0,50889.93,经营贷款,专项贷,大额分期,核心系统,P044,G0018,优质客户,触达计划_1,T99029,短信,合作渠道A,C006,PL1289,营销计划_38,TASK256249,S18484989,D63893,系统初审,CUST000000041,USER00000041
1,48,2,蒙古族,26,0601,092101,05,1201,072101,019,333.37,7156.99,6823.62,14,8011.0,2,14315.98,2,13932.18,0.0466,2024-10-06,,2024-10-06,3,1,,0,0,成功,点击,N,N,N,N,N,5,N,N,0.0,0.0,0.0,0.0,0.0,0.0,13932.18,其他,分期贷,应急贷,核心系统,P049,G0010,存量客户,触达计划_18,T78919,APP推送,合作渠道B,C011,PL1223,营销计划_33,TASK248765,S36581217,D76540,复核,CUST000000042,#N/A
1,22,1,其他,19,1801,328101,18,2101,165101,002,17798.88,4503.07,0.0,13,791.89,9,22045.37,6,15187.26,3.9526,2025-07-14,,2025-07-14,2,3,2,89,3,未触达,未点击,N,N,Y,N,N,7,N,N,0.0,0.0,0.0,0.0,0.0,0.0,15187.26,其他,分期贷,消费分期,营销系统,P041,G0029,优质客户,触达计划_19,T94929,APP推送,合作渠道A,C010,PL3445,营销计划_7,TASK330747,S29841356,D68653,自动审批,CUST000000043,USER00000043
1,55,2,其他,07,0401,194101,30,1901,331101,009,8206.7,8520.88,314.18,10,21173.46,3,18701.18,3,17504.8,0.9631,2024-10-25,,2024-10-25,0,2,0,120,4,未触达,点击,N,N,N,N,N,1,N,N,0.0,0.0,0.0,0.0,0.0,0.0,17504.8,消费信贷,分期贷,小额速贷,核心系统,P013,G0021,存量客户,触达计划_11,T60774,电话,合作渠道C,C011,PL8327,营销计划_44,TASK981169,S47015881,D42222,人工审批,CUST000000044,USER00000044
1,20,2,汉族,07,1701,325101,31,0301,177101,012,227.23,191760.59,191533.36,3,18188.94,2,17599.48,0,0.0,0.0012,2025-05-01,,2025-05-01,5,1,2,174,1,成功,,Y,Y,N,N,Y,14,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,消费信贷,现金贷,消费分期,核心系统,P008,G0001,潜力客户,触达计划_18,T37454,短信,合作渠道C,C008,PL1453,营销计划_21,TASK641684,S12516232,D12593,复核,CUST000000045,USER00000045
1,40,2,回族,26,1401,108101,10,1801,175101,002,173892.3,32344.63,0.0,2,84051.53,2,3771.22,2,2224.07,5.3762,2025-04-25,,2025-04-25,9,3,1,228,6,失败,点击,Y,N,N,N,N,11,N,Y,0.0,0.0,0.0,0.0,0.0,0.0,2224.07,消费信贷,分期贷,小额速贷,信贷系统,P022,G0003,潜力客户,触达计划_10,T10029,APP推送,自有渠道,C003,PL3046,营销计划_12,TASK295315,S43302698,D15817,系统初审,#N/A,USER00000046
0,54,2,其他,05,1401,071101,15,1901,094101,006,2709.13,32698.63,29989.5,1,19337.1,8,21093.98,1,10583.34,0.0829,2025-02-25,,2025-02-25,4,4,1,14,4,未触达,未点击,N,Y,N,N,Y,2,N,N,0.0,0.0,0.0,0.0,0.0,0.0,10583.34,其他,现金贷,小额速贷,数据平台,P038,G0020,存量客户,触达计划_6,T59460,短信,合作渠道C,C002,PL6911,营销计划_21,TASK912862,S61026835,D58539,自动审批,CUST000000047,USER00000047
1,54,2,回族,21,1301,295101,18,0601,146101,005,799.33,13665.85,12866.52,19,9116.45,3,1441.45,3,958.69,0.0585,2024-09-23,2025-04-17 05:43:59,2024-09-23,0,4,3,224,6,成功,点击,N,N,N,N,N,7,N,N,0.0,0.0,0.0,0.0,0.0,0.0,958.69,信用卡,循环贷,消费分期,数据平台,P027,G0004,优质客户,触达计划_2,T85237,短信,合作渠道A,C018,PL9882,营销计划_23,TASK493222,S46988928,D15063,系统初审,CUST000000048,USER00000048
1,27,1,回族,14,0701,031101,23,1601,198101,005,361.18,9894.97,9533.79,9,29408.19,8,100139.48,3,69019.89,0.0365,2025-05-13,2025-05-20 01:51:13,2025-05-13,4,4,,0,0,失败,,Y,Y,N,N,Y,14,N,N,0.0,0.0,0.0,0.0,0.0,0.0,69019.89,消费信贷,现金贷,小额速贷,营销系统,P026,G0018,存量客户,触达计划_5,T94013,APP推送,合作渠道A,C002,PL6479,营销计划_6,TASK366189,S39279083,D29786,自动审批,#N/A,USER00000049
0,27,1,蒙古族,04,1501,221101,33,0801,011101,005,2143.02,457.01,0.0,12,50797.51,9,12812.59,0,0.0,4.6892,2025-03-01,2025-05-30 22:53:28,2025-03-01,5,0,3,291,5,成功,,N,N,Y,N,N,3,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,其他,分期贷,大额分期,信贷系统,P023,G0008,新客户,触达计划_10,T62582,电话,自有渠道,C012,PL4386,营销计划_14,TASK298231,S18531924,D88607,自动审批,CUST000000050,#N/A
