user_id,score,label
user_0330,0.4982,0
user_0331,0.5543,0
user_0332,0.7148,1
user_0333,0.2339,0
user_0334,0.9864,0
user_0335,0.9653,0
user_0336,0.6473,0
user_0337,0.2056,1
user_0338,0.6766,1
user_0339,0.0808,0
user_0340,0.04,0
user_0341,0.2625,0
user_0342,0.4634,0
user_0343,0.8609,0
user_0344,0.7226,0
user_0345,0.7379,0
user_0346,0.427,1
user_0347,0.349,1
user_0348,0.3736,0
user_0349,0.9779,0
user_0350,0.0493,1
user_0351,0.8597,1
user_0352,0.5771,1
user_0353,0.4398,1
user_0354,0.7208,0
user_0355,0.4869,0
user_0356,0.866,1
user_0357,0.8927,0
user_0358,0.4233,1
user_0359,0.2813,1
user_0360,0.5905,1
user_0361,0.9041,0
user_0362,0.2164,1
user_0363,0.6205,0
user_0364,0.6289,1
user_0365,0.7285,1
user_0366,0.1389,0
user_0367,0.7115,1
user_0368,0.9009,1
user_0369,0.1861,0
user_0370,0.2428,0
user_0371,0.962,0
user_0372,0.1874,0
user_0373,0.8473,0
user_0374,0.4924,1
user_0375,0.2523,0
user_0376,0.8633,0
user_0377,0.4464,1
user_0378,0.5145,0
user_0379,0.362,1
user_0380,0.5911,0
user_0381,0.1703,0
user_0382,0.3933,1
user_0383,0.96,1
user_0384,0.263,1
user_0385,0.6536,1
user_0386,0.3287,1
user_0387,0.768,0
user_0388,0.1383,0
user_0389,0.9604,1
user_0390,0.4547,1
user_0391,0.2413,1
user_0392,0.082,0
user_0393,0.1764,0
user_0394,0.5194,1
user_0395,0.3403,0
user_0396,0.8223,1
user_0397,0.4323,1
user_0398,0.2537,0
user_0399,0.6148,1
user_0400,0.7026,1
user_0401,0.1737,0
user_0402,0.1743,1
user_0403,0.0459,1
user_0404,0.7317,1
user_0405,0.6605,0
user_0406,0.4751,1
user_0407,0.8373,0
user_0408,0.7996,0
user_0409,0.5836,1
user_0410,0.8609,0
user_0411,0.2117,0
user_0412,0.1197,1
user_0413,0.2744,1
user_0414,0.0659,1
user_0415,0.5305,1
user_0416,0.9279,0
user_0417,0.0486,0
user_0418,0.1297,0
user_0419,0.4532,1
user_0420,0.9252,1
user_0421,0.3198,1
user_0422,0.5071,1
user_0423,0.0507,0
user_0424,0.1554,0
user_0425,0.9769,0
user_0426,0.9558,1
user_0427,0.0148,0
user_0428,0.9428,1
user_0429,0.6363,0
user_0430,0.8606,0
user_0431,0.4556,0
user_0432,0.5153,1
user_0433,0.4891,1
user_0434,0.6635,0
user_0435,0.1469,0
user_0436,0.0394,1
user_0437,0.3118,0
user_0438,0.7006,1
user_0439,0.2078,1
user_0440,0.67,0
user_0441,0.9605,0
user_0442,0.102,1
user_0443,0.6692,0
user_0444,0.4449,0
user_0445,0.8608,1
user_0446,0.1836,1
user_0447,0.6888,1
user_0448,0.8314,1
user_0449,0.9357,0
user_0450,0.6796,0
user_0451,0.4972,1
user_0452,0.6155,1
user_0453,0.8615,0
user_0454,0.5692,1
user_0455,0.0398,0
user_0456,0.9223,0
user_0457,0.6857,0
user_0458,0.673,0
user_0459,0.2214,0
user_0460,0.6557,0
user_0461,0.396,0
user_0462,0.6482,1
user_0463,0.1145,1
user_0464,0.6547,1
user_0465,0.9894,1
user_0466,0.0572,0
user_0467,0.9676,0
user_0468,0.4088,1
user_0469,0.8633,0
user_0470,0.7767,1
user_0471,0.5657,0
user_0472,0.7337,1
user_0473,0.8709,0
user_0474,0.4061,1
user_0475,0.3305,1
user_0476,0.6642,1
user_0477,0.8017,0
user_0478,0.757,1
user_0479,0.7919,1
user_0480,0.4369,1
user_0481,0.8115,1
user_0482,0.1278,1
user_0483,0.5436,0
user_0484,0.0156,1
user_0485,0.3281,1
user_0486,0.3691,1
user_0487,0.3982,0
user_0488,0.6916,0
user_0489,0.3908,1
user_0490,0.4497,1
user_0491,0.2428,0
user_0492,0.3758,1
user_0493,0.2327,0
user_0494,0.0817,0
user_0495,0.6014,0
user_0496,0.6648,0
user_0497,0.6171,1
user_0498,0.4642,0
user_0499,0.3822,1
user_0500,0.8561,1
user_0501,0.5187,1
user_0502,0.4796,1
user_0503,0.0351,0
user_0504,0.3444,1
user_0505,0.3826,1
user_0506,0.4008,0
user_0507,0.5786,1
user_0508,0.5329,1
user_0509,0.6057,1
user_0510,0.7596,1
user_0511,0.8067,1
user_0512,0.7138,0
user_0513,0.9464,1
user_0514,0.0279,1
user_0515,0.2019,0
user_0516,0.0174,0
user_0517,0.6445,0
user_0518,0.8901,1
user_0519,0.2486,1
user_0520,0.9185,0
user_0521,0.0691,1
user_0522,0.9257,0
user_0523,0.3546,1
user_0524,0.1094,1
user_0525,0.4862,1
user_0526,0.2616,0
user_0527,0.2892,0
user_0528,0.3111,0
user_0529,0.797,0
user_0530,0.5384,1
user_0531,0.3151,1
user_0532,0.6081,1
user_0533,0.7118,1
user_0534,0.2772,1
user_0535,0.4153,1
user_0536,0.1294,1
user_0537,0.1875,1
user_0538,0.6775,0
user_0539,0.1878,0
user_0540,0.5247,0
user_0541,0.7049,1
user_0542,0.1147,1
user_0543,0.566,0
user_0544,0.2614,1
user_0545,0.9537,1
user_0546,0.4839,0
user_0547,0.7999,0
user_0548,0.5492,1
user_0549,0.0525,1
user_0550,0.6305,1
user_0551,0.9424,1
user_0552,0.5996,1
user_0553,0.8128,1
user_0554,0.8765,1
user_0555,0.2335,1
user_0556,0.2178,0
user_0557,0.6088,0
user_0558,0.4128,0
user_0559,0.8331,1
user_0560,0.892,1
user_0561,0.3564,1
user_0562,0.2421,0
user_0563,0.7749,0
user_0564,0.2793,0
user_0565,0.8162,0
user_0566,0.4253,1
user_0567,0.6642,0
user_0568,0.1036,0
user_0569,0.6214,1
user_0570,0.4527,0
user_0571,0.5849,1
user_0572,0.1747,1
user_0573,0.7321,0
user_0574,0.8555,1
user_0575,0.2224,1
user_0576,0.1038,1
user_0577,0.0332,0
user_0578,0.6391,1
user_0579,0.605,0
user_0580,0.5458,0
user_0581,0.2373,0
user_0582,0.3931,1
user_0583,0.5926,0
user_0584,0.4968,0
user_0585,0.978,1
user_0586,0.1437,0
user_0587,0.6912,0
user_0588,0.4062,0
user_0589,0.4296,0
user_0590,0.7132,0
user_0591,0.6886,0
user_0592,0.9814,1
user_0593,0.1358,0
user_0594,0.112,0
user_0595,0.7199,1
user_0596,0.5768,0
user_0597,0.2787,1
user_0598,0.0878,0
user_0599,0.0939,0
user_0600,0.8863,0
user_0601,0.198,0
user_0602,0.3269,0
user_0603,0.2321,0
user_0604,0.3579,0
user_0605,0.078,0
user_0606,0.5187,0
user_0607,0.0763,0
user_0608,0.7943,0
user_0609,0.239,1
user_0610,0.5392,1
user_0611,0.8725,0
user_0612,0.6479,1
user_0613,0.5323,1
user_0614,0.3278,0
user_0615,0.3363,1
user_0616,0.6661,1
user_0617,0.9843,0
user_0618,0.6586,0
user_0619,0.5566,1
user_0620,0.726,1
user_0621,0.4659,0
user_0622,0.0689,0
user_0623,0.5611,0
user_0624,0.9485,0
user_0625,0.1818,1
user_0626,0.6862,0
user_0627,0.2069,0
user_0628,0.5351,1
user_0629,0.1047,0
user_0630,0.4514,0
user_0631,0.751,1
user_0632,0.3506,1
user_0633,0.6616,1
user_0634,0.7895,1
user_0635,0.9186,0
user_0636,0.2399,0
user_0637,0.4013,1
user_0638,0.1594,0
user_0639,0.9826,0
user_0640,0.9185,0
user_0641,0.5392,0
user_0642,0.8352,0
user_0643,0.5205,0
user_0644,0.6211,0
user_0645,0.0973,0
user_0646,0.7502,1
user_0647,0.1352,1
user_0648,0.8195,1
user_0649,0.7764,1
user_0650,0.7046,0
user_0651,0.0454,0
user_0652,0.3071,1
user_0653,0.2679,1
user_0654,0.3629,1
user_0655,0.0959,0
user_0656,0.9282,0
user_0657,0.5527,0
user_0658,0.3094,0
user_0659,0.399,1
user_0660,0.4483,1
user_0661,0.5986,0
user_0662,0.5154,1
user_0663,0.911,1
user_0664,0.497,0
user_0665,0.9823,0
user_0666,0.8444,0
user_0667,0.2143,0
user_0668,0.922,0
user_0669,0.124,0
user_0670,0.8111,0
user_0671,0.383,0
user_0672,0.8704,1
user_0673,0.8607,0
user_0674,0.7998,1
user_0675,0.7842,0
user_0676,0.3086,1
user_0677,0.0893,0
user_0678,0.4049,0
user_0679,0.1801,1
user_0680,0.6911,1
user_0681,0.3492,1
user_0682,0.9661,0
user_0683,0.6382,0
user_0684,0.816,1
user_0685,0.1399,1
user_0686,0.8548,1
user_0687,0.9143,1
user_0688,0.4873,0
user_0689,0.6041,1
user_0690,0.7595,0
user_0691,0.1813,0
user_0692,0.5025,0
user_0693,0.4007,1
user_0694,0.1534,0
user_0695,0.3702,0
user_0696,0.0768,1
user_0697,0.0353,0
user_0698,0.1425,1
user_0699,0.9539,0
user_0700,0.5485,0
user_0701,0.9565,1
user_0702,0.4338,0
user_0703,0.3156,0
user_0704,0.506,0
user_0705,0.4407,0
user_0706,0.1136,1
user_0707,0.638,0
user_0708,0.2217,1
user_0709,0.6172,0
user_0710,0.6472,1
user_0711,0.159,1
user_0712,0.0701,1
user_0713,0.7751,0
user_0714,0.4606,0
user_0715,0.067,0
user_0716,0.985,1
user_0717,0.0666,1
user_0718,0.6911,1
user_0719,0.974,0
user_0720,0.2444,1
user_0721,0.1494,1
user_0722,0.129,0
user_0723,0.3072,0
user_0724,0.109,1
user_0725,0.6883,1
user_0726,0.071,1
user_0727,0.5092,0
user_0728,0.9868,1
user_0729,0.8077,0
user_0730,0.6129,0
user_0731,0.3101,0
user_0732,0.6214,1
user_0733,0.5265,1
user_0734,0.4276,1
user_0735,0.1381,0
user_0736,0.8789,1
user_0737,0.4508,0
user_0738,0.2007,1
user_0739,0.3704,0
user_0740,0.4158,0
user_0741,0.821,0
user_0742,0.7289,0
user_0743,0.7639,1
user_0744,0.0208,1
user_0745,0.4178,0
user_0746,0.4817,1
user_0747,0.0288,0
user_0748,0.2646,1
user_0749,0.7551,1
user_0750,0.1444,1
user_0751,0.5346,0
user_0752,0.2209,1
user_0753,0.0219,1
user_0754,0.2464,0
user_0755,0.9664,0
user_0756,0.7955,1
user_0757,0.9504,1
user_0758,0.4881,1
user_0759,0.1175,1
user_0760,0.547,1
user_0761,0.4553,0
user_0762,0.8375,0
user_0763,0.1061,0
user_0764,0.4885,1
user_0765,0.157,0
user_0766,0.3282,1
user_0767,0.7326,1
user_0768,0.4765,1
user_0769,0.3784,0
user_0770,0.3966,1
user_0771,0.4603,0
user_0772,0.7793,1
user_0773,0.8842,0
user_0774,0.9462,0
user_0775,0.7812,1
user_0776,0.3191,0
user_0777,0.6844,0
user_0778,0.4389,1
user_0779,0.2596,1
user_0780,0.8341,1
user_0781,0.0477,1
user_0782,0.8937,1
user_0783,0.4622,0
user_0784,0.6345,0
user_0785,0.6562,0
user_0786,0.8872,1
user_0787,0.6339,1
user_0788,0.6117,0
user_0789,0.0753,0
user_0790,0.518,1
user_0791,0.1572,0
user_0792,0.7327,1
user_0793,0.512,1
user_0794,0.6766,1
user_0795,0.0508,0
user_0796,0.0931,1
user_0797,0.712,1
user_0798,0.0806,1
user_0799,0.0798,1
user_0800,0.0219,1
user_0801,0.9474,1
user_0802,0.7328,0
user_0803,0.3562,1
user_0804,0.3006,1
user_0805,0.3527,0
user_0806,0.7692,1
user_0807,0.6581,1
user_0808,0.1915,1
user_0809,0.1806,0
user_0810,0.1064,0
user_0811,0.6571,1
user_0812,0.7591,1
user_0813,0.2697,0
user_0814,0.0305,1
user_0815,0.0905,1
user_0816,0.9585,1
user_0817,0.2995,1
user_0818,0.7638,0
user_0819,0.6222,0
user_0820,0.3843,0
user_0821,0.2116,1
user_0822,0.129,0
user_0823,0.6127,0
user_0824,0.7691,0
user_0825,0.641,1
user_0826,0.5297,1
user_0827,0.0511,0
user_0828,0.9591,0
user_0829,0.7927,1
user_0830,0.297,0
user_0831,0.9704,0
user_0832,0.5998,0
user_0833,0.5808,0
user_0834,0.7431,0
user_0835,0.8055,0
user_0836,0.6533,0
user_0837,0.1355,1
user_0838,0.3415,0
user_0839,0.9195,1
user_0840,0.2301,1
user_0841,0.3747,0
user_0842,0.4334,1
user_0843,0.4406,0
user_0844,0.6107,1
user_0845,0.9342,0
user_0846,0.2459,0
user_0847,0.1291,0
user_0848,0.2035,1
user_0849,0.8792,1
user_0850,0.6429,1
user_0851,0.2902,0
user_0852,0.8096,1
user_0853,0.8541,0
user_0854,0.8396,1
user_0855,0.9105,0
user_0856,0.2572,0
user_0857,0.7499,0
user_0858,0.4613,0
user_0859,0.8352,1
user_0860,0.7239,0
user_0861,0.7709,1
user_0862,0.653,0
user_0863,0.1839,1
user_0864,0.5441,0
user_0865,0.975,0
user_0866,0.9286,1
user_0867,0.0523,0
user_0868,0.1715,0
user_0869,0.1391,1
user_0870,0.7215,1
user_0871,0.8114,0
user_0872,0.2192,0
user_0873,0.5057,1
user_0874,0.8339,0
user_0875,0.7281,0
user_0876,0.5414,0
user_0877,0.5885,1
user_0878,0.5082,1
user_0879,0.3016,0
user_0880,0.5637,0
user_0881,0.6851,0
user_0882,0.8659,1
user_0883,0.6336,0
user_0884,0.7559,0
user_0885,0.1669,1
user_0886,0.4623,0
user_0887,0.0191,1
user_0888,0.2517,0
user_0889,0.7219,0
user_0890,0.982,0
user_0891,0.1072,1
user_0892,0.4035,1
user_0893,0.7941,1
user_0894,0.21,0
user_0895,0.554,1
user_0896,0.7284,0
user_0897,0.6137,0
user_0898,0.1943,1
user_0899,0.3583,0
user_0900,0.7781,0
user_0901,0.5531,0
user_0902,0.0151,0
user_0903,0.7558,0
user_0904,0.0446,1
user_0905,0.7408,0
user_0906,0.2084,1
user_0907,0.9489,1
user_0908,0.3706,0
user_0909,0.3304,0
user_0910,0.1559,0
user_0911,0.3095,1
user_0912,0.8691,0
user_0913,0.9864,1
user_0914,0.3709,0
user_0915,0.4496,1
user_0916,0.7176,0
user_0917,0.8785,0
user_0918,0.5912,1
user_0919,0.3937,1
user_0920,0.4144,0
user_0921,0.6917,1
user_0922,0.0132,0
user_0923,0.6172,1
user_0924,0.3584,1
user_0925,0.7883,0
user_0926,0.1011,0
user_0927,0.5864,0
user_0928,0.4814,1
user_0929,0.6395,1
user_0930,0.0736,0
user_0931,0.5784,0
user_0932,0.5603,1
user_0933,0.5594,1
user_0934,0.6014,1
user_0935,0.6729,0
user_0936,0.7989,0
user_0937,0.2744,0
user_0938,0.8185,1
user_0939,0.4983,0
user_0940,0.0855,1
user_0941,0.0674,0
user_0942,0.3376,1
user_0943,0.7792,1
user_0944,0.7035,1
user_0945,0.7828,0
user_0946,0.5169,0
user_0947,0.4414,0
user_0948,0.1545,1
user_0949,0.3316,1
user_0950,0.4353,1
user_0951,0.0968,1
user_0952,0.2262,1
user_0953,0.5963,0
user_0954,0.7309,1
user_0955,0.9884,0
user_0956,0.9245,0
user_0957,0.6397,1
user_0958,0.4228,0
user_0959,0.6335,0
user_0960,0.7799,1
user_0961,0.126,0
user_0962,0.4117,1
user_0963,0.833,0
user_0964,0.3862,0
user_0965,0.5704,0
user_0966,0.586,0
user_0967,0.1908,1
user_0968,0.365,0
user_0969,0.3378,1
user_0970,0.0357,0
user_0971,0.0337,1
user_0972,0.8251,1
user_0973,0.2776,1
user_0974,0.5177,0
user_0975,0.3028,0
user_0976,0.9319,0
user_0977,0.2641,1
user_0978,0.4311,0
user_0979,0.8653,0
user_0980,0.8351,1
user_0981,0.1924,0
user_0982,0.7966,1
user_0983,0.459,0
user_0984,0.4833,0
user_0985,0.1408,1
user_0986,0.089,0
user_0987,0.7234,1
user_0988,0.4965,0
user_0989,0.4381,0
user_0990,0.7249,1
user_0991,0.7602,1
user_0992,0.1657,1
user_0993,0.608,0
user_0994,0.1426,1
user_0995,0.7463,0
user_0996,0.6538,0
user_0997,0.9475,1
user_0998,0.0776,0
user_0999,0.0659,1
user_1000,0.2865,0
