user_id,score,label
user_0408,0.2235,0
user_0409,0.9783,1
user_0410,0.4549,0
user_0411,0.6845,0
user_0412,0.1477,1
user_0413,0.4859,1
user_0414,0.037,1
user_0415,0.5053,1
user_0416,0.9547,0
user_0417,0.3865,0
user_0418,0.0482,0
user_0419,0.0403,1
user_0420,0.3902,1
user_0421,0.1668,1
user_0422,0.0329,1
user_0423,0.7511,0
user_0424,0.4594,0
user_0425,0.2935,0
user_0426,0.8921,1
user_0427,0.1238,0
user_0428,0.9468,1
user_0429,0.3177,0
user_0430,0.8806,0
user_0431,0.6009,0
user_0432,0.8202,1
user_0433,0.9743,1
user_0434,0.2926,0
user_0435,0.9519,0
user_0436,0.3917,1
user_0437,0.3878,0
user_0438,0.3436,1
user_0439,0.5406,1
user_0440,0.1611,0
user_0441,0.5526,0
user_0442,0.5409,1
user_0443,0.7567,0
user_0444,0.827,0
user_0445,0.4416,1
user_0446,0.3063,1
user_0447,0.2641,1
user_0448,0.2007,1
user_0449,0.0665,0
user_0450,0.3456,0
user_0451,0.2748,1
user_0452,0.9571,1
user_0453,0.5566,0
user_0454,0.3503,1
user_0455,0.5789,0
user_0456,0.1464,0
user_0457,0.4452,0
user_0458,0.6237,0
user_0459,0.4891,0
user_0460,0.4037,0
user_0461,0.984,0
user_0462,0.8727,1
user_0463,0.6209,1
user_0464,0.568,1
user_0465,0.6182,1
user_0466,0.2073,0
user_0467,0.3972,0
user_0468,0.0487,1
user_0469,0.476,0
user_0470,0.5422,1
user_0471,0.2332,0
user_0472,0.9547,1
user_0473,0.9013,0
user_0474,0.7177,1
user_0475,0.5327,1
user_0476,0.8626,1
user_0477,0.138,0
user_0478,0.7847,1
user_0479,0.1323,1
user_0480,0.7883,1
user_0481,0.2803,1
user_0482,0.8695,1
user_0483,0.9352,0
user_0484,0.1558,1
user_0485,0.4634,1
user_0486,0.9714,1
user_0487,0.4837,0
user_0488,0.8563,0
user_0489,0.587,1
user_0490,0.3778,1
user_0491,0.2901,0
user_0492,0.2092,1
user_0493,0.7566,0
user_0494,0.3888,0
user_0495,0.511,0
user_0496,0.4925,0
user_0497,0.5757,1
user_0498,0.8583,0
user_0499,0.9711,1
user_0500,0.4094,1
user_0501,0.821,1
user_0502,0.7592,1
user_0503,0.5721,0
user_0504,0.9469,1
user_0505,0.2065,1
user_0506,0.1171,0
user_0507,0.8469,1
user_0508,0.4404,1
user_0509,0.84,1
user_0510,0.8852,1
user_0511,0.0712,1
user_0512,0.8758,0
user_0513,0.4494,1
user_0514,0.5102,1
user_0515,0.6241,0
user_0516,0.9179,0
user_0517,0.0287,0
user_0518,0.4773,1
user_0519,0.684,1
user_0520,0.7183,0
user_0521,0.6887,1
user_0522,0.1417,0
user_0523,0.3034,1
user_0524,0.3615,1
user_0525,0.7983,1
user_0526,0.2832,0
user_0527,0.2165,0
user_0528,0.9483,0
user_0529,0.0187,0
user_0530,0.9879,1
user_0531,0.6733,1
user_0532,0.8219,1
user_0533,0.2987,1
user_0534,0.024,1
user_0535,0.7331,1
user_0536,0.8275,1
user_0537,0.7357,1
user_0538,0.15,0
user_0539,0.7484,0
user_0540,0.7635,0
user_0541,0.6554,1
user_0542,0.7608,1
user_0543,0.839,0
user_0544,0.6113,1
user_0545,0.0968,1
user_0546,0.4879,0
user_0547,0.0861,0
user_0548,0.4094,1
user_0549,0.409,1
user_0550,0.0747,1
user_0551,0.3518,1
user_0552,0.1188,1
user_0553,0.8021,1
user_0554,0.9387,1
user_0555,0.0809,1
user_0556,0.946,0
user_0557,0.5221,0
user_0558,0.3036,0
user_0559,0.0853,1
user_0560,0.5006,1
user_0561,0.7886,1
user_0562,0.7029,0
user_0563,0.0592,0
user_0564,0.0814,0
user_0565,0.4048,0
user_0566,0.2994,1
user_0567,0.2377,0
user_0568,0.2854,0
user_0569,0.7974,1
user_0570,0.9206,0
user_0571,0.407,1
user_0572,0.898,1
user_0573,0.3251,0
user_0574,0.4769,1
user_0575,0.2315,1
user_0576,0.6377,1
user_0577,0.9694,0
user_0578,0.6014,1
user_0579,0.3607,0
user_0580,0.6449,0
user_0581,0.1305,0
user_0582,0.8809,1
user_0583,0.503,0
user_0584,0.4504,0
user_0585,0.5841,1
user_0586,0.6223,0
user_0587,0.0803,0
user_0588,0.679,0
user_0589,0.2471,0
user_0590,0.7097,0
user_0591,0.8161,0
user_0592,0.7979,1
user_0593,0.5515,0
user_0594,0.5198,0
user_0595,0.15,1
user_0596,0.7698,0
user_0597,0.276,1
user_0598,0.4968,0
user_0599,0.2886,0
user_0600,0.1412,0
user_0601,0.627,0
user_0602,0.0632,0
user_0603,0.7437,0
user_0604,0.3212,0
user_0605,0.0101,0
user_0606,0.5109,0
user_0607,0.0559,0
user_0608,0.2806,0
user_0609,0.7028,1
user_0610,0.0714,1
user_0611,0.8326,0
user_0612,0.0137,1
user_0613,0.2519,1
user_0614,0.7361,0
user_0615,0.3199,1
user_0616,0.1099,1
user_0617,0.363,0
user_0618,0.275,0
user_0619,0.8359,1
user_0620,0.3171,1
user_0621,0.7832,0
user_0622,0.884,0
user_0623,0.4351,0
user_0624,0.9017,0
user_0625,0.3798,1
user_0626,0.9548,0
user_0627,0.0975,0
user_0628,0.6833,1
user_0629,0.4939,0
user_0630,0.3899,0
user_0631,0.6301,1
user_0632,0.6998,1
user_0633,0.0143,1
user_0634,0.1736,1
user_0635,0.7088,0
user_0636,0.6631,0
user_0637,0.9567,1
user_0638,0.7558,0
user_0639,0.9418,0
user_0640,0.6985,0
user_0641,0.3021,0
user_0642,0.1133,0
user_0643,0.7762,0
user_0644,0.6413,0
user_0645,0.0572,0
user_0646,0.3628,1
user_0647,0.9477,1
user_0648,0.5004,1
user_0649,0.4341,1
user_0650,0.4585,0
user_0651,0.2147,0
user_0652,0.3713,1
user_0653,0.3724,1
user_0654,0.0613,1
user_0655,0.7622,0
user_0656,0.4182,0
user_0657,0.8157,0
user_0658,0.8433,0
user_0659,0.2178,1
user_0660,0.6542,1
user_0661,0.4728,0
user_0662,0.8726,1
user_0663,0.2214,1
user_0664,0.6743,0
user_0665,0.6056,0
user_0666,0.2994,0
user_0667,0.1439,0
user_0668,0.6486,0
user_0669,0.7338,0
user_0670,0.3193,0
user_0671,0.6419,0
user_0672,0.3972,1
user_0673,0.7089,0
user_0674,0.2052,1
user_0675,0.8824,0
user_0676,0.2917,1
user_0677,0.3704,0
user_0678,0.0669,0
user_0679,0.1193,1
user_0680,0.5155,1
user_0681,0.2722,1
user_0682,0.8288,0
user_0683,0.0244,0
user_0684,0.3815,1
user_0685,0.3406,1
user_0686,0.0289,1
user_0687,0.1319,1
user_0688,0.4154,0
user_0689,0.493,1
user_0690,0.4062,0
user_0691,0.5303,0
user_0692,0.5932,0
user_0693,0.0197,1
user_0694,0.4648,0
user_0695,0.9542,0
user_0696,0.5187,1
user_0697,0.674,0
user_0698,0.3156,1
user_0699,0.7685,0
user_0700,0.7675,0
user_0701,0.5209,1
user_0702,0.9665,0
user_0703,0.133,0
user_0704,0.0266,0
user_0705,0.7648,0
user_0706,0.801,1
user_0707,0.1278,0
user_0708,0.2703,1
user_0709,0.0272,0
user_0710,0.2974,1
user_0711,0.7677,1
user_0712,0.5176,1
user_0713,0.3511,0
user_0714,0.3743,0
user_0715,0.0113,0
user_0716,0.3038,1
user_0717,0.6435,1
user_0718,0.9647,1
user_0719,0.8401,0
user_0720,0.0331,1
user_0721,0.8906,1
user_0722,0.7775,0
user_0723,0.7748,0
user_0724,0.4588,1
user_0725,0.4,1
user_0726,0.3069,1
user_0727,0.0744,0
user_0728,0.2337,1
user_0729,0.2517,0
user_0730,0.4844,0
user_0731,0.7425,0
user_0732,0.4743,1
user_0733,0.0667,1
user_0734,0.9486,1
user_0735,0.9339,0
user_0736,0.7795,1
user_0737,0.9815,0
user_0738,0.5436,1
user_0739,0.9535,0
user_0740,0.0841,0
user_0741,0.3684,0
user_0742,0.2309,0
user_0743,0.2019,1
user_0744,0.148,1
user_0745,0.62,0
user_0746,0.7757,1
user_0747,0.5767,0
user_0748,0.154,1
user_0749,0.8049,1
user_0750,0.6332,1
user_0751,0.3904,0
user_0752,0.6706,1
user_0753,0.2647,1
user_0754,0.3483,0
user_0755,0.9091,0
user_0756,0.2947,1
user_0757,0.4706,1
user_0758,0.8823,1
user_0759,0.7036,1
user_0760,0.071,1
user_0761,0.1544,0
user_0762,0.0177,0
user_0763,0.6283,0
user_0764,0.4487,1
user_0765,0.1416,0
user_0766,0.9488,1
user_0767,0.5291,1
user_0768,0.2471,1
user_0769,0.5006,0
user_0770,0.676,1
user_0771,0.0847,0
user_0772,0.2792,1
user_0773,0.8008,0
user_0774,0.4605,0
user_0775,0.5456,1
user_0776,0.4342,0
user_0777,0.053,0
user_0778,0.1724,1
user_0779,0.4466,1
user_0780,0.215,1
user_0781,0.059,1
user_0782,0.8368,1
user_0783,0.9716,0
user_0784,0.7873,0
user_0785,0.8467,0
user_0786,0.2471,1
user_0787,0.9514,1
user_0788,0.203,0
user_0789,0.9424,0
user_0790,0.9849,1
user_0791,0.7075,0
user_0792,0.9715,1
user_0793,0.5681,1
user_0794,0.2644,1
user_0795,0.4383,0
user_0796,0.5917,1
user_0797,0.0816,1
user_0798,0.6199,1
user_0799,0.9716,1
user_0800,0.1963,1
user_0801,0.7867,1
user_0802,0.8997,0
user_0803,0.9348,1
user_0804,0.9509,1
user_0805,0.521,0
user_0806,0.9678,1
user_0807,0.7522,1
user_0808,0.1684,1
user_0809,0.4774,0
user_0810,0.714,0
user_0811,0.2524,1
user_0812,0.6378,1
user_0813,0.6633,0
user_0814,0.1694,1
user_0815,0.5638,1
user_0816,0.7662,1
user_0817,0.4989,1
user_0818,0.0219,0
user_0819,0.0189,0
user_0820,0.3599,0
user_0821,0.9177,1
user_0822,0.2341,0
user_0823,0.6317,0
user_0824,0.2276,0
user_0825,0.3252,1
user_0826,0.8411,1
user_0827,0.7243,0
user_0828,0.1035,0
user_0829,0.4301,1
user_0830,0.0386,0
user_0831,0.4813,0
user_0832,0.6592,0
user_0833,0.1261,0
user_0834,0.2931,0
user_0835,0.3999,0
user_0836,0.9111,0
user_0837,0.9834,1
user_0838,0.054,0
user_0839,0.7558,1
user_0840,0.3743,1
user_0841,0.3946,0
user_0842,0.7492,1
user_0843,0.9101,0
user_0844,0.9419,1
user_0845,0.5756,0
user_0846,0.36,0
user_0847,0.7818,0
user_0848,0.256,1
user_0849,0.5628,1
user_0850,0.3614,1
user_0851,0.6535,0
user_0852,0.2456,1
user_0853,0.1978,0
user_0854,0.9099,1
user_0855,0.1098,0
user_0856,0.5058,0
user_0857,0.2264,0
user_0858,0.0482,0
user_0859,0.0453,1
user_0860,0.1817,0
user_0861,0.8594,1
user_0862,0.2868,0
user_0863,0.9414,1
user_0864,0.58,0
user_0865,0.4379,0
user_0866,0.5785,1
user_0867,0.5164,0
user_0868,0.7536,0
user_0869,0.2868,1
user_0870,0.356,1
user_0871,0.8862,0
user_0872,0.9375,0
user_0873,0.8847,1
user_0874,0.4211,0
user_0875,0.7748,0
user_0876,0.4768,0
user_0877,0.4976,1
user_0878,0.2106,1
user_0879,0.5893,0
user_0880,0.1924,0
user_0881,0.3349,0
user_0882,0.8479,1
user_0883,0.2129,0
user_0884,0.0797,0
user_0885,0.0776,1
user_0886,0.932,0
user_0887,0.5068,1
user_0888,0.4112,0
user_0889,0.8047,0
user_0890,0.8291,0
user_0891,0.3355,1
user_0892,0.6897,1
user_0893,0.7657,1
user_0894,0.6516,0
user_0895,0.1586,1
user_0896,0.8684,0
user_0897,0.5383,0
user_0898,0.2868,1
user_0899,0.4267,0
user_0900,0.0468,0
user_0901,0.1353,0
user_0902,0.7602,0
user_0903,0.01,0
user_0904,0.4182,1
user_0905,0.5221,0
user_0906,0.0635,1
user_0907,0.9636,1
user_0908,0.2316,0
user_0909,0.3081,0
user_0910,0.3079,0
user_0911,0.2358,1
user_0912,0.0114,0
user_0913,0.7248,1
user_0914,0.9575,0
user_0915,0.2298,1
user_0916,0.6598,0
user_0917,0.7371,0
user_0918,0.8415,1
user_0919,0.4242,1
user_0920,0.3069,0
user_0921,0.3288,1
user_0922,0.7084,0
user_0923,0.8104,1
user_0924,0.188,1
user_0925,0.3735,0
user_0926,0.8939,0
user_0927,0.8006,0
user_0928,0.9752,1
user_0929,0.7492,1
user_0930,0.3953,0
user_0931,0.5888,0
user_0932,0.6578,1
user_0933,0.0869,1
user_0934,0.5436,1
user_0935,0.7051,0
user_0936,0.174,0
user_0937,0.775,0
user_0938,0.5821,1
user_0939,0.9432,0
user_0940,0.0516,1
user_0941,0.27,0
user_0942,0.5995,1
user_0943,0.3006,1
user_0944,0.7101,1
user_0945,0.7538,0
user_0946,0.1105,0
user_0947,0.5136,0
user_0948,0.5087,1
user_0949,0.3719,1
user_0950,0.9243,1
user_0951,0.821,1
user_0952,0.6933,1
user_0953,0.71,0
user_0954,0.4625,1
user_0955,0.9126,0
user_0956,0.6907,0
user_0957,0.7244,1
user_0958,0.8545,0
user_0959,0.2786,0
user_0960,0.8009,1
user_0961,0.2013,0
user_0962,0.3484,1
user_0963,0.3389,0
user_0964,0.969,0
user_0965,0.8494,0
user_0966,0.6971,0
user_0967,0.7225,1
user_0968,0.5608,0
user_0969,0.9381,1
user_0970,0.4963,0
user_0971,0.3829,1
user_0972,0.1698,1
user_0973,0.7805,1
user_0974,0.7298,0
user_0975,0.3867,0
user_0976,0.0347,0
user_0977,0.8322,1
user_0978,0.0212,0
user_0979,0.6996,0
user_0980,0.9609,1
user_0981,0.4389,0
user_0982,0.2403,1
user_0983,0.7008,0
user_0984,0.8108,0
user_0985,0.5455,1
user_0986,0.9577,0
user_0987,0.0606,1
user_0988,0.5047,0
user_0989,0.7141,0
user_0990,0.8554,1
user_0991,0.1857,1
user_0992,0.794,1
user_0993,0.5517,0
user_0994,0.3986,1
user_0995,0.1391,0
user_0996,0.858,0
user_0997,0.1641,1
user_0998,0.3136,0
user_0999,0.2942,1
user_1000,0.864,0
